User;ELN ID;IPC no.;Duration (h);LC-MS method (min);LC-MS instrument;LC-MS file name;IPC result
;ELN047124-065;1;3;2;MSA_92_542;MSA-24-03141;
;ELN047124-066;1;3;2;MSA_92_542;MSA-24-03141;
;ELN045639-083;6;6;2;MSA_92_542;MSA-24-03139;
;ELN045639-084;1;18;2;MSA_92_542;MSA-24-03142;
;ELN045639-085;1;18;2;MSA_92_542;MSA-24-03142;
;ELN045639-086;1;18;2;MSA_92_542;MSA-24-03142;
;ELN045639-083;7;7;2;MSA_92_542;MSA-24-03144;
;ELN045639-083;8;8;2;MSA_92_542;MSA-24-03146;
;ELN045639-087;1;1;2;MSA_92_542;MSA-24-03157;
;ELN045639-088;1;1;2;MSA_92_542;MSA-24-03157;
;ELN045639-089;1;1;2;MSA_92_542;MSA-24-03157;
;ELN045639-090;1;1;2;MSA_92_542;MSA-24-03157;
;ELN045639-087;2;2;2;MSA_92_542;MSA-24-03159;
;ELN045639-088;2;2;2;MSA_92_542;MSA-24-03159;
;ELN045639-089;2;2;2;MSA_92_542;MSA-24-03159;
;ELN045639-090;2;2;2;MSA_92_542;MSA-24-03159;
;ELN045639-087;3;3;2;MSA_92_542;MSA-24-03160;
;ELN045639-088;3;3;2;MSA_92_542;MSA-24-03160;
;ELN045639-090;3;3;2;MSA_92_542;MSA-24-03160;
;ELN045639-087;4;4;2;MSA_92_542;MSA-24-03161;
;ELN045639-088;4;4;2;MSA_92_542;MSA-24-03161;
;ELN045639-090;4;4;2;MSA_92_542;MSA-24-03161;
;ELN045639-089;3;3;2;MSA_92_542;MSA-24-03162;1h after coupling start
;ELN045639-087;5;5;2;MSA_92_542;MSA-24-03163;
;ELN045639-090;5;5;2;MSA_92_542;MSA-24-03163;
;ELN045639-087;6;21;2;MSA_92_542;MSA-24-03167;
;ELN045639-090;6;21;2;MSA_92_542;MSA-24-03167;
;ELN045639-088;5;5;2;MSA_92_542;MSA-24-03168;1h after coupling start
;ELN045639-088;6;6;2;MSA_92_542;MSA-24-03169;
;ELN045639-087;7;22;2;MSA_92_542;MSA-24-03171;1h after coupling start
;ELN045639-090;7;22;2;MSA_92_542;MSA-24-03171;1h after coupling start
;ELN045639-087;8;23;2;MSA_92_542;MSA-24-03172;
;ELN045639-090;8;23;2;MSA_92_542;MSA-24-03172;
;ELN045639-087;9;24;2;MSA_92_542;MSA-24-03173;
;ELN045639-087;10;40;2;MSA_92_542;MSA-24-03175;
;ELN045639-091;1;18;2;MSA_92_542;MSA-24-03185;
;ELN045639-092;1;18;2;MSA_92_542;MSA-24-03185;
;ELN045639-093;1;18;2;MSA_92_542;MSA-24-03185;
;ELN045639-094;1;1;2;MSA_92_542;MSA-24-03191;
;ELN045639-094;2;2;2;MSA_92_542;MSA-24-03192;
;ELN045639-094;3;3;2;MSA_92_542;MSA-24-03193;
;ELN045639-094;4;19;2;MSA_92_542;MSA-24-03194;
;ELN045639-094;5;21;2;MSA_92_542;MSA-24-03195;
;ELN045639-094;6;22;2;MSA_92_542;MSA-24-03196;
;ELN045639-094;7;23;2;MSA_92_542;MSA-24-03197;
;ELN045639-094;8;24;2;MSA_92_542;MSA-24-03199;
;ELN045639-094;9;26;2;MSA_92_542;MSA-24-03200;
;ELN045639-094;10;43;2;MSA_92_542;MSA-24-03205;
;ELN045639-094;11;45;2;MSA_92_542;MSA-24-03207;
;ELN045639-095;1;1;2;MSA_92_542;MSA-24-03211;
;ELN045639-095;2;17;2;MSA_92_542;MSA-24-03214;
;ELN045639-096;1;1;2;MSA_92_542;MSA-24-03222;
;ELN045639-097;1;1;2;MSA_92_542;MSA-24-03222;
;ELN045639-096;2;2;2;MSA_92_542;MSA-24-03223;
;ELN045639-097;2;2;2;MSA_92_542;MSA-24-03223;
;ELN045639-096;3;3;2;MSA_92_542;MSA-24-03224;
;ELN045639-097;3;3;2;MSA_92_542;MSA-24-03224;
;ELN045639-096;4;4;2;MSA_92_542;MSA-24-03225;
;ELN045639-097;4;4;2;MSA_92_542;MSA-24-03225;
;ELN045639-096;5;5;2;MSA_92_542;MSA-24-03226;
;ELN045639-097;5;5;2;MSA_92_542;MSA-24-03226;
;ELN045639-096;6;6;2;MSA_92_542;MSA-24-03227;
;ELN045639-097;6;6;2;MSA_92_542;MSA-24-03227;
;ELN040616-200;1;1;2;MSA_92_542;MSA-24-03232;Only SM, added Zinc salt
;ELN040616-200;2;3;2;MSA_92_542;MSA-24-03234;Small amount of product, added oxidant
;ELN040616-200;3;5;2;MSA_92_542;MSA-24-03236;Product peak increasing, stirr overnight
;ELN040616-200;4;22;2;MSA_92_542;MSA-24-03237;Added more oxidant
;ELN040616-200;5;24;2;MSA_92_542;MSA-24-03238;
;ELN040616-200;6;26;2;MSA_92_542;MSA-24-03240;Added TFA
;ELN040616-200;7;27;2;MSA_92_543;MSA-24-03244;
;ELN040616-200;8;46;2;MSA_92_543;MSA-24-03245;
;ELN040616-200;9;48;2;MSA_92_543;MSA-24-03246;
;ELN040616-200;10;120;2;MSA_92_543;MSA-24-03247;
;ELN045639-098;1;2;2;MSA_92_543;MSA-24-03249;
;ELN045639-099;1;2;2;MSA_92_543;MSA-24-03250;
;ELN045639-100;1;1;2;MS2_92_523;MSA-24-03274;
;ELN045639-101;1;1;2;MS2_92_523;MSA-24-03274;
;ELN045639-100;2;5;2;MS2_92_523;MSA-24-03276;
;ELN045639-101;2;5;2;MS2_92_523;MSA-24-03276;
;ELN040616-201;1;1;2;MS2_92_523;MSA-24-03277;
;ELN040616-202;1;1;2;MS2_92_523;MSA-24-03277;
;ELN040616-203;1;1;2;MS2_92_523;MSA-24-03277;
;ELN040616-204;1;1;2;MS2_92_523;MSA-24-03277;
;ELN045639-102;1;18;2;MS2_92_523;MSA-24-03280;
;ELN045639-103;1;18;2;MS2_92_523;MSA-24-03280;
;ELN040616-205;1;2;2;MS2_92_523;MS2-24-74766;
;ELN040616-192;3;42;2;MS2_92_523;MSA-24-03286;
;ELN040616-193;3;42;2;MS2_92_523;MSA-24-03286;
;ELN045639-104;1;16;2;MSA_92_543;MSA-24-03294;
;ELN045639-105;1;16;2;MSA_92_543;MSA-24-03294;
;ELN045639-104;1;18;2;MSA_92_543;MSA-24-03295;
;ELN045639-105;1;18;2;MSA_92_543;MSA-24-03295;
;ELN040616-207;1;1;2;MSC_92_323;MSC-24-10132;
;ELN040616-207;1;1;2;MSA_92_543;MSA-24-03298;
;ELN040616-207;2;18;2;MSA_92_543;MSA-24-03299;
;ELN040616-208;1;22;2;MSA_92_543;MSA-24-03306;
;ELN045639-106;1;1;2;MSA_92_543;MSA-24-03313;
;ELN045639-106;2;2;2;MSA_92_543;MSA-24-03316;
;ELN045639-106;3;3;2;MSA_92_543;MSA-24-03318;
;ELN040616-209;1;1;2;MSA_92_543;MSA-24-03317;
;ELN040616-209;2;3;2;MSA_92_543;MSA-24-03319;
;ELN045639-106;4;4;2;MSA_92_543;MSA-24-03320;
;ELN040616-209;3;20;2;MSA_92_543;MSA-24-03327;
;ELN040616-210;1;16;2;MSA_92_543;MSA-24-03327;
;ELN045639-106;5;8;2;MSA_92_543;MSA-24-03331;
;ELN045639-107;1;18;2;MSA_92_543;MSA-24-03335;
;ELN045639-108;1;18;2;MSA_92_543;MSA-24-03335;
;ELN040616-211;1;2;2;MS3_92_523;MS3-24-12494;
;ELN040616-211;2;16;2;MSA_92_543;MSA-24-03344;
;ELN040616-211;3;20;2;MSA_92_543;MSA-24-03347;
;ELN040616-211;4;159;2;MSA_92_543;MSA-24-03351;
;ELN049364-001;1;1;2;MSA_92_543;MSA-24-03352;low conversion to prod 
;ELN049364-002;1;1;2;MSA_92_543;MSA-24-03352;low conversion to prod 
;ELN049364-003;1;1;2;MSA_92_543;MSA-24-03352;low conversion to prod 
;ELN049364-001;2;17;2;MSA_92_543;MSA-24-03354;
;ELN049364-002;2;17;2;MSA_92_543;MSA-24-03354;
;ELN049364-003;2;17;2;MSA_92_543;MSA-24-03354;
;ELN040616-212;1;3;2;MSA_92_543;MSA-24-03357;
;ELN049364-004;1;1;2;MSA_92_543;MSA-24-03360;
;ELN049364-005;1;1;2;MSA_92_543;MSA-24-03360;
;ELN049364-006;1;1;2;MSA_92_543;MSA-24-03360;
;ELN040616-212;2;20;2;MSA_92_543;MSA-24-03358;
;ELN049364-004;2;19;2;MSA_92_543;MSA-24-03360;
;ELN049364-005;2;19;2;MSA_92_543;MSA-24-03360;
;ELN049364-006;2;19;2;MSA_92_543;MSA-24-03360;
;ELN040616-212;3;24;2;MSA_92_543;MSA-24-03361;
;ELN040616-212;4;26;2;MSA_92_543;MSA-24-03362;
;ELN040616-212;5;40;2;MSA_92_543;MSA-24-03363;
;ELN049364-007;1;20;2;MSA_92_543;MSA-24-03364;
;ELN049364-008;1;17;2;MSA_92_543;MSA-24-03364;
;ELN049364-009;1;17;2;MSA_92_543;MSA-24-03364;
;ELN049364-010;1;21;2;MSA_92_543;MSA-24-03372;
;ELN049364-011;1;21;2;MSA_92_543;MSA-24-03372;
;ELN049364-012;1;21;2;MSA_92_543;MSA-24-03372;
;ELN049364-013;1;21;2;MSA_92_543;MSA-24-03372;
;ELN049364-014;1;21;2;MSA_92_543;MSA-24-03372;
;ELN049364-015;1;21;2;MSA_92_543;MSA-24-03372;
;ELN045639-111;1;1;2;MSA_92_543;MSA-24-03377;
;ELN045639-111;2;2;2;MSA_92_543;MSA-24-03378;small conversion
;ELN045639-111;3;4;2;MSA_92_543;MSA-24-03379;good conversion, leave over night
;ELN045639-111;4;22;2;MSA_92_543;MSA-24-03380;almost full conversion
;ELN049364-016;1;26;2;MSA_92_543;MSA-24-03382;
;ELN049364-017;1;26;2;MSA_92_543;MSA-24-03382;
;ELN049364-018;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-019;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-020;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-021;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-022;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-023;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-024;1;17;2;MSA_92_543;MSA-24-03385;
;ELN049364-025;1;16;2;MSA_92_543;MSA-24-03385;
;ELN049364-026;1;16;2;MSA_92_543;MSA-24-03385;
;ELN049364-018;2;19;2;MSA_92_543;MSA-24-03386;
;ELN049364-019;2;19;2;MSA_92_543;MSA-24-03386;
;ELN049364-020;2;19;2;MSA_92_543;MSA-24-03386;
;ELN049364-021;2;19;2;MSA_92_543;MSA-24-03386;
;ELN049364-027;1;1;2;MS2_92_523;MS3-24-13299;
;ELN049364-028;1;1;2;MS2_92_523;MS3-24-13299;
;ELN049364-029;1;1;2;MS2_92_523;MS3-24-13299;
;ELN049364-030;1;1;2;MS2_92_523;MS3-24-13300;
;ELN049364-031;1;1;2;MS2_92_523;MS3-24-13300;
;ELN049364-027;2;2;2;MS2_92_523;MS3-24-13304;
;ELN049364-028;2;2;2;MS2_92_523;MS3-24-13304;
;ELN049364-029;2;2;2;MS2_92_523;MS3-24-13304;
;ELN049364-030;2;2;2;MS2_92_523;MS3-24-13305;
;ELN049364-031;2;2;2;MS2_92_523;MS3-24-13305;
;ELN049364-027;3;3;2;MS2_92_523;MS3-24-13321;
;ELN049364-028;3;3;2;MS2_92_523;MS3-24-13321;
;ELN049364-029;3;3;2;MS2_92_523;MS3-24-13321;
;ELN049364-030;3;3;2;MS2_92_523;MS3-24-13322;
;ELN049364-031;3;3;2;MS2_92_523;MS3-24-13322;
;ELN049364-034;1;17;2;MSA_92_543;MSA-24-03401;
;ELN049364-035;1;17;2;MSA_92_543;MSA-24-03401;
;ELN045639-109;1;19;2;MS2_92_523;MS2-24-76844;
;ELN045639-110;1;19;2;MS2_92_523;MS2-24-76844;
;ELN045639-114;1;19;2;MS2_92_523;MS2-24-76844;
;ELN049364-040;1;1;2;MS3_92_523;MS3-24-13548;
;ELN049364-041;1;1;2;MS3_92_523;MS3-24-13548;
;ELN049364-042;1;1;2;MS3_92_523;MS3-24-13549;
;ELN049364-043;1;1;2;MS3_92_523;MS3-24-13549;
;ELN049364-040;2;4;2;MS3_92_523;MS3-24-13583;
;ELN049364-041;2;4;2;MS3_92_523;MS3-24-13583;
;ELN049364-042;2;4;2;MS3_92_523;MS3-24-13584;
;ELN049364-043;2;4;2;MS3_92_523;MS3-24-13584;
;ELN045639-115;1;24;2;MS2_92_523;MS2-24-76907;
;ELN049364-040;3;18;2;MS3_92_523;MS3-24-13648;
;ELN049364-041;3;18;2;MS3_92_523;MS3-24-13648;
;ELN049364-042;3;18;2;MS3_92_523;MS3-24-13649;
;ELN049364-043;3;18;2;MS3_92_523;MS3-24-13649;
;ELN045639-116;1;17;2;MSA_92_543;MSA-24-03421;
;ELN045639-117;1;17;2;MSA_92_543;MSA-24-03421;
;ELN049364-036;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-037;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-038;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-039;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-044;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-045;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-046;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-047;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-048;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-049;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-050;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-051;1;1;2;MSA_92_543;MSA-24-03424;
;ELN049364-052;1;1;2;MSA_92_543;MSA-24-03425;
;ELN045639-118;1;17;2;MSA_92_543;MSA-24-03427;
;ELN045639-119;1;17;2;MSA_92_543;MSA-24-03427;
;ELN049364-052;1;1;2;MSA_92_543;MSA-24-03428;
;ELN049364-036;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-037;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-038;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-039;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-044;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-045;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-046;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-047;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-048;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-049;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-050;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-051;2;20;2;MSA_92_543;MSA-24-03429;
;ELN049364-053;2;20;2;MSA_92_543;MSA-24-03430;
;ELN045639-120;1;3;2;MSA_92_543;MSA-24-03436;
;ELN045639-120;2;6;2;MS2_92_523;MS2-24-77432;
;ELN045639-120;3;7;2;MS2_92_523;MS2-24-77435;
;ELN045639-120;4;8;2;MS2_92_523;MS2-24-77438;
;ELN045639-121;1;2;2;MSA_92_543;MSA-24-03462;
;ELN049364-057;1;1;2;MS3_92_523;MS3-24-14622;
;ELN045639-121;2;16;2;MSA_92_543;MSA-24-03465;
;ELN040616-214;1;1;2;MSA_Plates_6_OG4;MSA-24-03489;
;ELN040616-214;2;2;2;MSA_Plates_6_OG4;MSA-24-03489;
;ELN040616-214;3;3;2;MSA_Plates_6_OG4;MSA-24-03490;
;ELN040616-215;1;1;2;MSA_Plates_6_OG4;MSA-24-03490;
;ELN040616-215;2;18;2;MSA_Plates_6_OG4;MSA-24-03491;
;ELN045639-123;1;0;2;MSA_Plates_6_OG4;MSA-24-03501;
;ELN040616-216;1;24;2;MSA_Plates_6_OG4;MSA-24-03502;
;ELN040616-217;1;24;2;MSA_Plates_6_OG4;MSA-24-03502;
;ELN040616-218;1;4;2;MSA_Plates_6_OG4;MSA-24-03503;
;ELN045639-123;2;16;2;MSA_Plates_6_OG4;MSA-24-03505;
;ELN045639-125;1;16;2;MSA_Plates_6_OG4;MSA-24-03508;
;ELN045639-126;1;16;2;MSA_Plates_6_OG4;MSA-24-03508;
;ELN045639-124;1;2;2;MS3_6_OG7;MS3-24-16394;
;ELN045639-124;2;18;2;MSA_Plates_6_OG4;MSA-24-03513;
;ELN045639-127;1;16;2;MSA_Plates_6_OG4;MSA-24-03520;
;ELN045639-129;1;2;2;MSA_Plates_6_OG4;MSA-24-03526;
;ELN045639-130;1;16;2;MSA_Plates_6_OG4;MSA-24-03530;
;ELN045639-131;1;16;2;MSA_Plates_6_OG4;MSA-24-03530;
;ELN045639-128;1;16;2;MSA_Plates_6_OG4;MSA-24-03536;
;ELN045639-132;1;16;2;MSA_Plates_6_OG4;MSA-24-03536;
;ELN045639-133;1;18;2;MSA_Plates_6_OG4;MSA-24-03542;
;ELN045639-134;1;18;2;MSA_Plates_6_OG4;MSA-24-03542;
;ELN045639-137;1;0;2;MSA_Plates_6_OG4;MSA-24-03563;
;ELN045639-137;2;1;2;MSA_Plates_6_OG4;MSA-24-03564;
;ELN045639-137;3;2;2;MSA_Plates_6_OG4;MSA-24-03565;
;ELN045639-137;4;3;2;MSA_Plates_6_OG4;MSA-24-03566;
;ELN045639-137;5;23;2;MSA_Plates_6_OG4;MSA-24-03569;
;ELN045639-138;1;1;2;MSA_Plates_6_OG4;MSA-24-03571;
;ELN045639-138;2;2;2;MSA_Plates_6_OG4;MSA-24-03572;
;ELN045639-139;1;1;2;MSA_Plates_6_OG4;MSA-24-03573;
;ELN045639-139;2;2;2;MSA_Plates_6_OG4;MSA-24-03574;
;ELN045639-139;3;3;2;MSA_Plates_6_OG4;MSA-24-03575;
;ELN045639-139;4;48;2;MSA_Plates_6_OG4;MSA-24-03585;
;ELN045639-139;5;49;2;MSA_Plates_6_OG4;MSA-24-03587;
;ELN045639-139;6;50;2;MSA_Plates_6_OG4;MSA-24-03588;
;ELN045639-139;7;53;2;MSA_Plates_6_OG4;MSA-24-03589;
;ELN045639-140;1;16;2;MSA_Plates_6_OG4;MSA-24-03592;
;ELN045639-141;1;16;2;MSA_Plates_6_OG4;MSA-24-03606;
;ELN045639-142;1;16;2;MSA_Plates_6_OG4;MSA-24-03606;
;ELN045639-143;1;16;2;MSA_Plates_6_OG4;MSA-24-03606;
;ELN045639-143;2;32;2;MSA_Plates_6_OG4;MSA-24-03617;
;ELN045639-144;1;16;2;MSA_Plates_6_OG4;MSA-24-03617;
;ELN040616-220;1;4;2;MSA_Plates_6_OG4;MSA-24-03636;P+16 seen as in screening at RT=1.09
;ELN040616-220;2;6;2;MSA_Plates_6_OG4;MSA-24-03637;
;ELN040616-221;1;2;2;MSA_Plates_6_OG4;MSA-24-03637;
;ELN045639-145;1;16;2;MSA_Plates_6_OG4;MSA-24-03645;
;ELN045639-146;1;16;2;MSA_Plates_6_OG4;MSA-24-03645;
;ELN040616-220;3;22;2;MSA_Plates_6_OG4;MSA-24-03644;P+16 seen as in screening at RT=1.09
;ELN040616-221;2;16;2;MSA_Plates_6_OG4;MSA-24-03644;need to work up and see if RT=0.87 is product
;ELN045639-139;8;461;2;MSA_Plates_6_OG4;MSA-24-03658;akylated product with loss of halogenated ring
;ELN045639-147;1;18;2;MSA_Plates_6_OG4;MSA-24-03662;
;ELN045639-148;1;18;2;MSA_Plates_6_OG4;MSA-24-03662;
;ELN045639-149;1;18;2;MSA_Plates_6_OG4;MSA-24-03667;
;ELN045639-150;1;18;2;MSA_Plates_6_OG4;MSA-24-03667;
;ELN040616-222;1;3;2;MSA_Plates_6_OG4;MSA-24-03659;
;ELN040616-222;2;5;2;MSA_Plates_6_OG4;MSA-24-03660;
;ELN040616-222;3;22;2;MSA_Plates_6_OG4;MSA-24-03661;
;ELN040616-223;1;3;2;MSA_Plates_6_OG4;MSA-24-03664;
;ELN040616-224;1;3;2;MSA_Plates_6_OG4;MSA-24-03664;
;ELN040616-225;1;3;2;MSA_Plates_6_OG4;MSA-24-03666;
;ELN040616-226;1;3;2;MSA_Plates_6_OG4;MSA-24-03666;
;ELN040616-227;1;3;2;MSA_Plates_6_OG4;MSA-24-03669;
;ELN040616-228;1;3;2;MSA_Plates_6_OG4;MSA-24-03669;
;ELN040616-229;1;3;2;MSA_Plates_6_OG4;MSA-24-03670;
;ELN040616-230;1;3;2;MSA_Plates_6_OG4;MSA-24-03670;
;ELN045639-151;1;18;2;MSA_Plates_6_OG4;MSA-24-03673;
;ELN045639-152;1;18;2;MSA_Plates_6_OG4;MSA-24-03673;
;ELN045639-153;1;18;2;MSA_Plates_6_OG4;MSA-24-03673;
;ELN045639-154;1;18;2;MSA_Plates_6_OG4;MSA-24-03673;
;ELN040616-231;1;2;2;MSA_Plates_6_OG4;MSA-24-03674;
;ELN040616-232;1;2;2;MSA_Plates_6_OG4;MSA-24-03674;
;ELN040616-233;1;2;2;MSA_Plates_6_OG4;MSA-24-03674;
;ELN045639-155;1;18;2;MSA_Plates_6_OG4;MSA-24-03677;
;ELN040616-231;2;23;2;MSA_Plates_6_OG4;MSA-24-03677;
;ELN040616-232;2;23;2;MSA_Plates_6_OG4;MSA-24-03677;
;ELN040616-233;2;23;2;MSA_Plates_6_OG4;MSA-24-03678;
;ELN045639-156;1;18;2;MSA_Plates_6_OG4;MSA-24-03690;
;ELN045639-157;1;20;2;MSA_Plates_6_OG4;MSA-24-03692;
;ELN045639-158;1;68;2;MSA_Plates_6_OG4;MSA-24-03698;
;ELN045639-158;2;71;2;MSA_Plates_6_OG4;MSA-24-03699;
;ELN045639-158;3;74;2;MSA_Plates_6_OG4;MSA-24-03700;
;ELN045639-158;4;76;2;MSA_Plates_6_OG4;MSA-24-03701;
;ELN045639-158;5;92;2;MSA_Plates_6_OG4;MSA-24-03702;
;ELN045639-159;1;18;2;MSA_Plates_6_OG4;MSA-24-03702;
;ELN045639-160;1;1;2;MSA_Plates_6_OG4;MSA-24-03708;
;ELN045639-160;2;2;2;MSA_Plates_6_OG4;MSA-24-03709;
;ELN045639-160;3;3;2;MSA_Plates_6_OG4;MSA-24-03710;
;ELN045639-160;4;4;2;MSA_Plates_6_OG4;MSA-24-03711;
;ELN045639-161;1;16;2;MSA_Plates_6_OG4;MSA-24-03714;
;ELN040616-235;1;16;2;MSA_Plates_6_OG4;MSA-24-03720;
;ELN040616-236;1;16;2;MSA_Plates_6_OG4;MSA-24-03720;
;ELN040616-237;1;4;2;MSA_Plates_6_OG4;MSA-24-03718;
;ELN045639-163;1;20;2;MSA_Plates_6_OG4;MSA-24-03722;
;ELN045639-164;1;2;2;MSA_Plates_6_OG4;MSA-24-03723;
;ELN045639-165;1;18;2;MSA_Plates_6_OG4;MSA-24-03730;
;ELN045639-166;1;18;2;MSA_Plates_6_OG4;MSA-24-03736;
;ELN045639-167;1;18;2;MSA_Plates_6_OG4;MSA-24-03755;
;ELN045639-169;1;20;2;MSA_Plates_6_OG4;MSA-24-03762;
;ELN045639-170;1;18;2;MSA_Plates_6_OG4;MSA-24-03763;
;ELN040616-240;1;16;2;MSA_Plates_6_OG4;MSA-24-03773;
;ELN040616-241;1;16;2;MSA_Plates_6_OG4;MSA-24-03773;
;ELN045639-171;1;18;2;MSA_Plates_6_OG4;MSA-24-03776;
;ELN045639-172;1;18;2;MSA_Plates_6_OG4;MSA-24-03777;
;ELN040616-242;1;6;2;MSA_Plates_6_OG4;MSA-24-03784;SM and P+215
;ELN040616-242;2;22;2;MSA_Plates_6_OG4;MSA-24-03786;
;ELN045639-173;1;18;2;MSA_Plates_6_OG4;MSA-24-03805;
;ELN045639-174;1;18;2;MSA_Plates_6_OG4;MSA-24-03806;
;ELN045639-175;1;18;2;MSA_Plates_6_OG4;MSA-24-03806;
;ELN050794-001;1;2;2;MSA_Plates_6_OG4;MSA-24-03808;SM 
;ELN045639-176;1;18;2;MSA_Plates_6_OG4;MSA-24-03814;
;ELN045639-174;2;36;2;MSA_Plates_6_OG4;MSA-24-03814;
;ELN050794-001;2;20;2;MSA_Plates_6_OG4;MSA-24-03813;SM+Sideproduct
;ELN050794-001;3;26;2;MSA_Plates_6_OG4;MSA-24-03819;
;ELN045639-177;1;18;2;MSA_Plates_6_OG4;MSA-24-03838;
;ELN045639-178;1;18;2;MSA_Plates_6_OG4;MSA-24-03838;
;ELN045639-179;1;18;2;MSA_Plates_6_OG4;MSA-24-03838;
;ELN045639-178;2;19;2;MSA_Plates_6_OG4;MSA-24-03840;
;ELN045639-178;3;20;2;MSA_Plates_6_OG4;MSA-24-03841;
;ELN045639-178;4;21;2;MSA_Plates_6_OG4;MSA-24-03842;
;ELN045639-177;2;36;2;MSA_Plates_6_OG4;MSA-24-03846;
;ELN050794-001;4;92;2;MSA_Plates_6_OG4;MSA-24-03825;
;ELN045639-180;1;18;2;MSA_Plates_6_OG4;MSA-24-03855;
;ELN045639-181;1;18;2;MSA_Plates_6_OG4;MSA-24-03855;
;ELN045639-182;1;18;2;MSA_Plates_6_OG4;MSA-24-03857;
;ELN045639-184;1;18;2;MSA_Plates_6_OG4;MSA-24-03883;
;ELN040616-244;1;4;2;MSA_Plates_6_OG4;MSA-24-03884;
;ELN040616-245;1;4;2;MSA_Plates_6_OG4;MSA-24-03884;
;ELN045639-185;1;18;2;MSA_Plates_6_OG4;MSA-24-03892;
;ELN045639-186;1;16;2;MSA_Plates_6_OG4;MSA-24-03897;
;ELN040616-248;1;2;2;MSA_Plates_6_OG4;MSA-24-03898;
;ELN045639-186;2;20;2;MSA_Plates_6_OG4;MSA-24-03899;
;ELN040616-248;1;6;2;MSA_Plates_6_OG4;MSA-24-03900;
;ELN040616-246;1;4;2;MSA_Plates_6_OG4;MSA-24-03900;
;ELN040616-247;1;4;2;MSA_Plates_6_OG4;MSA-24-03900;
;ELN045639-186;3;24;2;MSA_Plates_6_OG4;MSA-24-03901;
;ELN040616-248;2;24;2;MSA_Plates_6_OG4;MSA-24-03903;
;ELN040616-249;1;16;2;MSA_Plates_6_OG4;MSA-24-03903;
;ELN045639-186;4;40;2;MSA_Plates_6_OG4;MSA-24-03904;
;ELN040616-248;3;96;2;MSA_Plates_6_OG4;MSA-24-03905;
;ELN040616-249;2;88;2;MSA_Plates_6_OG4;MSA-24-03905;
;ELN040616-250;1;4;2;MSA_Plates_6_OG4;MSA-24-03915;
;ELN040616-251;1;4;2;MSA_Plates_6_OG4;MSA-24-03915;
;ELN050794-003;1;1;2;MSA_Plates_6_OG4;MSA-24-03913;
;ELN050794-002;1;4;2;MSA_Plates_6_OG4;MSA-24-03916;
;ELN040616-252;1;4;2;MSA_Plates_6_OG4;MSA-24-03919;
;ELN040616-253;1;4;2;MSA_Plates_6_OG4;MSA-24-03919;
;ELN040616-254;1;3;2;MSA_Plates_6_OG4;MSA-24-03921;
;ELN040616-254;2;5;2;MSA_Plates_6_OG4;MSA-24-03923;
;ELN050794-004;1;2;2;MSA_Plates_6_OG4;MSA-24-03930;
;ELN050794-005;1;1;2;MSA_Plates_6_OG4;MSA-24-03933;
;ELN045639-187;1;18;2;MSA_Plates_6_OG4;MSA-24-03939;
;ELN050794-006;1;2;2;MSA_Plates_6_OG4;MSA-24-03942;
;ELN045639-190;1;2;2;MSA_Plates_6_OG4;MSA-24-03944;
;ELN045639-188;1;18;2;MSA_Plates_6_OG4;MSA-24-03959;
;ELN045639-192;1;1;2;MSA_Plates_6_OG4;MSA-24-03960;
;ELN045639-192;2;2;2;MSA_Plates_6_OG4;MSA-24-03961;
;ELN045639-191;1;2;2;MSA_Plates_6_OG4;MSA-24-03991;
;ELN040616-255;1;1;2;MSA_Plates_6_OG4;MSA-24-03977;
;ELN050794-007;1;1;2;MSA_Plates_6_OG4;MSA-24-03976;
;ELN050794-007;2;1;2;MSA_Plates_6_OG4;MSA-24-03978;
